Morus_006321-R1	Batocarpus_006321-R1
Morus_006323-R1	Batocarpus_006323-R1
Morus_006325-R1	Batocarpus_006325-R1
Morus_006327-R1	Batocarpus_006327-R1
Morus_006330-R2	Batocarpus_006330-R2
Morus_006332-R1	Batocarpus_006332-R1
Morus_006334-R1	Batocarpus_006334-R1
Morus_006336-R1	Batocarpus_006336-R1
Morus_006337-R1	Batocarpus_006337-R1
Morus_006338-R1	Batocarpus_006338-R1
Morus_006339-R1	Batocarpus_006339-R1
Morus_006346-R1	Batocarpus_006346-R1
Morus_006347-R2	Batocarpus_006347-R2
Morus_006348-R1	Batocarpus_006348-R1
Morus_006349-R1	Batocarpus_006349-R1
Morus_006350-R1	Batocarpus_006350-R1
Morus_006355-R1	Batocarpus_006355-R1
Morus_006356-R1	Batocarpus_006356-R1
Morus_006357-R1	Batocarpus_006357-R1
Morus_006360-R1	Batocarpus_006360-R1
Morus_006361-R1	Batocarpus_006361-R1
Morus_006362-R1	Batocarpus_006362-R1
Morus_006363-R1	Batocarpus_006363-R1
Morus_006364-R1	Batocarpus_006364-R1
Morus_006367-R1	Batocarpus_006367-R1
Morus_006368-R1	Batocarpus_006368-R1
Morus_006370-R1	Batocarpus_006370-R1
Morus_006371-R1	Batocarpus_006371-R1
Morus_017810-R1	Batocarpus_006372-R1
Morus_006373-R1	Batocarpus_006373-R1
Morus_006374-R2	Batocarpus_006374-R2
Morus_006377-R1	Batocarpus_006377-R1
Morus_006379-R1	Batocarpus_006379-R1
Morus_006380-R1	Batocarpus_006380-R1
Morus_006381-R1	Batocarpus_006381-R1
Morus_006382-R1	Batocarpus_006382-R1
Morus_006383-R1	Batocarpus_006383-R1
Morus_006384-R1	Batocarpus_006384-R1
Morus_006385-R2	Batocarpus_006385-R2
Morus_006387-R3	Batocarpus_006387-R3
Morus_006388-R7	Batocarpus_006388-R7
Morus_006389-R1	Batocarpus_006389-R1
Morus_006390-R1	Batocarpus_006390-R1
Morus_006391-R1	Batocarpus_006391-R1
Morus_006392-R1	Batocarpus_006392-R1
Morus_006393-R1	Batocarpus_006393-R1
Morus_006394-R1	Batocarpus_006394-R1
Morus_006395-R1	Batocarpus_006395-R1
Morus_006397-R1	Batocarpus_006397-R1
Morus_006399-R1	Batocarpus_006399-R1
Morus_006400-R1	Batocarpus_006400-R1
Morus_006402-R1	Batocarpus_006402-R1
Morus_006404-R1	Batocarpus_006404-R1
Morus_006406-R1	Batocarpus_006406-R1
Morus_006409-R2	Batocarpus_006409-R2
Morus_006411-R1	Batocarpus_006411-R1
Morus_006412-R1	Batocarpus_006412-R1
Morus_006413-R1	Batocarpus_006413-R1
Morus_006415-R1	Batocarpus_006415-R1
Morus_006416-R1	Batocarpus_006416-R1
Morus_006417-R1	Batocarpus_006417-R1
Morus_006419-R1	Batocarpus_006419-R1
Morus_006421-R1	Batocarpus_006421-R1
Morus_006422-R1	Batocarpus_006422-R1
Morus_006423-R1	Batocarpus_006423-R1
Morus_006424-R1	Batocarpus_006424-R1
Morus_006425-R1	Batocarpus_006425-R1
Morus_006426-R1	Batocarpus_006426-R1
Morus_006427-R1	Batocarpus_006427-R1
Morus_006428-R1	Batocarpus_006428-R1
Morus_006431-R1	Batocarpus_006431-R1
Morus_006432-R1	Batocarpus_006432-R1
Morus_006433-R1	Batocarpus_006433-R1
Morus_006434-R1	Batocarpus_006434-R1
Morus_006435-R1	Batocarpus_006435-R1
Morus_006437-R1	Batocarpus_006437-R1
Morus_006440-R1	Batocarpus_006441-R1
Morus_006442-R1	Batocarpus_006442-R1
Morus_006443-R3	Batocarpus_006443-R3
Morus_006445-R1	Batocarpus_006445-R1
Morus_006446-R1	Batocarpus_006446-R1
Morus_006447-R1	Batocarpus_006447-R1
Morus_006448-R1	Batocarpus_006448-R1
Morus_006449-R1	Batocarpus_006449-R1
Morus_006450-R1	Batocarpus_006450-R1
Morus_006451-R1	Batocarpus_006451-R1
Morus_006453-R1	Batocarpus_006453-R1
Morus_006454-R1	Batocarpus_006454-R1
Morus_006455-R1	Batocarpus_006455-R1
Morus_006456-R1	Batocarpus_006456-R1
Morus_006459-R1	Batocarpus_006459-R1
Morus_006460-R1	Batocarpus_006460-R1
Morus_006462-R1	Batocarpus_006462-R1
Morus_006463-R1	Batocarpus_006463-R1
Morus_006467-R1	Batocarpus_006467-R1
Morus_006468-R1	Batocarpus_006468-R1
Morus_006469-R1	Batocarpus_006469-R1
Morus_006472-R1	Batocarpus_006472-R1
Morus_006474-R1	Batocarpus_006474-R1
Morus_006477-R1	Batocarpus_006477-R1
Morus_006478-R1	Batocarpus_006478-R1
Morus_006480-R1	Batocarpus_006480-R1
Morus_006481-R1	Batocarpus_006481-R1
Morus_006482-R1	Batocarpus_006482-R1
Morus_006485-R1	Batocarpus_006485-R1
Morus_006486-R1	Batocarpus_006486-R1
Morus_006487-R1	Batocarpus_006487-R1
Morus_006488-R1	Batocarpus_006488-R1
Morus_006489-R1	Batocarpus_006489-R1
Morus_006491-R1	Batocarpus_006491-R1
Morus_006492-R1	Batocarpus_006492-R1
Morus_006493-R1	Batocarpus_006493-R1
Morus_006495-R1	Batocarpus_006495-R1
Morus_006498-R1	Batocarpus_006498-R1
Morus_unassigned_transcript_4252	Batocarpus_006499-R1
Morus_006500-R1	Batocarpus_006500-R1
Morus_006501-R1	Batocarpus_006501-R1
Morus_006502-R1	Batocarpus_006502-R1
Morus_006503-R1	Batocarpus_006503-R1
Morus_006504-R1	Batocarpus_006504-R1
Morus_006505-R1	Batocarpus_006505-R1
Morus_006506-R1	Batocarpus_006506-R1
Morus_006507-R1	Batocarpus_006507-R1
Morus_006512-R1	Batocarpus_006512-R1
Morus_006514-R1	Batocarpus_006514-R1
Morus_006516-R1	Batocarpus_006516-R1
Morus_006517-R1	Batocarpus_006517-R1
Morus_006519-R1	Batocarpus_006519-R1
Morus_006520-R1	Batocarpus_006520-R1
Morus_006521-R1	Batocarpus_006521-R1
Morus_006524-R1	Batocarpus_006524-R1
Morus_006526-R1	Batocarpus_006526-R1
Morus_006527-R1	Batocarpus_006527-R1
Morus_006528-R1	Batocarpus_006528-R1
Morus_006531-R1	Batocarpus_006531-R1
Morus_006532-R1	Batocarpus_006532-R1
Morus_006534-R1	Batocarpus_006534-R1
Morus_unassigned_transcript_2312	Batocarpus_006536-R1
Morus_006537-R1	Batocarpus_006537-R1
Morus_006538-R1	Batocarpus_006538-R1
Morus_006541-R1	Batocarpus_006541-R1
Morus_006543-R1	Batocarpus_006543-R1
Morus_006544-R1	Batocarpus_006544-R1
Morus_006546-R1	Batocarpus_006546-R1
Morus_006547-R1	Batocarpus_006547-R1
Morus_006548-R1	Batocarpus_006548-R1
Morus_006549-R1	Batocarpus_006549-R1
Morus_006550-R1	Batocarpus_006550-R1
Morus_006551-R1	Batocarpus_006551-R1
Morus_006553-R1	Batocarpus_006553-R1
Morus_006554-R1	Batocarpus_006554-R1
Morus_006555-R1	Batocarpus_006555-R1
Morus_006556-R3	Batocarpus_006556-R3
Morus_006558-R2	Batocarpus_006558-R2
Morus_006559-R1	Batocarpus_006559-R1
Morus_006560-R1	Batocarpus_006560-R1
Morus_006561-R1	Batocarpus_006561-R1
Morus_006562-R1	Batocarpus_006562-R1
Morus_006563-R1	Batocarpus_006563-R1
Morus_006564-R1	Batocarpus_006564-R1
Morus_006565-R1	Batocarpus_006565-R1
Morus_006569-R1	Batocarpus_006569-R1
Morus_006571-R1	Batocarpus_006571-R1
Morus_006572-R1	Batocarpus_006572-R1
Morus_006576-R1	Batocarpus_006576-R1
Morus_006577-R1	Batocarpus_006577-R1
Morus_006578-R1	Batocarpus_006578-R1
Morus_006580-R1	Batocarpus_006580-R1
Morus_006581-R1	Batocarpus_006581-R1
Morus_006582-R1	Batocarpus_006582-R1
Morus_006583-R1	Batocarpus_006583-R1
Morus_006586-R1	Batocarpus_006586-R1
Morus_006587-R1	Batocarpus_006587-R1
Morus_006588-R1	Batocarpus_006588-R1
Morus_006589-R1	Batocarpus_006589-R1
Morus_006593-R1	Batocarpus_006593-R1
Morus_006594-R1	Batocarpus_006594-R1
Morus_006596-R1	Batocarpus_006596-R1
Morus_006597-R1	Batocarpus_006597-R1
Morus_006598-R1	Batocarpus_006598-R1
Morus_007126-R1	Batocarpus_006599-R1
Morus_006600-R1	Batocarpus_006600-R1
Morus_006601-R1	Batocarpus_006601-R1
Morus_006602-R1	Batocarpus_006602-R1
Morus_006603-R1	Batocarpus_006603-R1
Morus_006604-R1	Batocarpus_006604-R1
Morus_006605-R1	Batocarpus_006605-R1
Morus_006607-R1	Batocarpus_006607-R1
Morus_006608-R1	Batocarpus_006608-R1
Morus_006609-R1	Batocarpus_006609-R1
Morus_006610-R1	Batocarpus_006610-R1
Morus_006611-R1	Batocarpus_006611-R1
Morus_006613-R1	Batocarpus_006613-R1
Morus_006614-R1	Batocarpus_006614-R1
Morus_006616-R1	Batocarpus_006616-R1
Morus_006617-R1	Batocarpus_006617-R1
Morus_006620-R1	Batocarpus_006620-R1
Morus_006621-R1	Batocarpus_006621-R1
Morus_006622-R1	Batocarpus_006622-R1
Morus_006623-R1	Batocarpus_006623-R1
Morus_006624-R1	Batocarpus_006624-R1
Morus_006625-R1	Batocarpus_006625-R1
Morus_006626-R1	Batocarpus_006626-R1
Morus_006629-R1	Batocarpus_006629-R1
Morus_006630-R1	Batocarpus_006630-R1
Morus_006631-R1	Batocarpus_006631-R1
Morus_006632-R1	Batocarpus_006632-R1
Morus_006633-R1	Batocarpus_006633-R1
Morus_006637-R2	Batocarpus_006635-R4
Morus_006353-R1	Batocarpus_006638-R1
Morus_006640-R1	Batocarpus_006640-R1
Morus_006641-R2	Batocarpus_006641-R2
Morus_006644-R1	Batocarpus_006644-R1
Morus_006645-R1	Batocarpus_006645-R1
Morus_006647-R1	Batocarpus_006647-R1
Morus_006652-R1	Batocarpus_006652-R1
Morus_006654-R1	Batocarpus_006654-R1
Morus_006655-R1	Batocarpus_006655-R1
Morus_006656-R1	Batocarpus_006656-R1
Morus_006657-R1	Batocarpus_006657-R1
Morus_006658-R1	Batocarpus_006658-R1
Morus_006659-R1	Batocarpus_006659-R1
Morus_006661-R1	Batocarpus_006661-R1
Morus_006663-R1	Batocarpus_006663-R1
Morus_006664-R1	Batocarpus_006664-R1
Morus_006665-R1	Batocarpus_006665-R1
Morus_006666-R1	Batocarpus_006666-R1
Morus_006667-R1	Batocarpus_006667-R1
Morus_006668-R1	Batocarpus_006668-R1
Morus_006671-R1	Batocarpus_006671-R1
Morus_006672-R1	Batocarpus_006672-R1
Morus_006673-R1	Batocarpus_006673-R1
Morus_006674-R1	Batocarpus_006674-R1
Morus_006676-R1	Batocarpus_006676-R1
Morus_006679-R1	Batocarpus_006679-R1
Morus_006680-R2	Batocarpus_006680-R2
Morus_006682-R1	Batocarpus_006682-R1
Morus_006684-R1	Batocarpus_006684-R1
Morus_006687-R1	Batocarpus_006687-R1
Morus_006688-R1	Batocarpus_006688-R1
Morus_006689-R1	Batocarpus_006689-R1
Morus_006690-R1	Batocarpus_006690-R1
Morus_006692-R1	Batocarpus_006692-R1
Morus_006694-R1	Batocarpus_006694-R1
Morus_006695-R1	Batocarpus_006695-R1
Morus_006697-R1	Batocarpus_006697-R1
Morus_006698-R1	Batocarpus_006698-R1
Morus_006700-R1	Batocarpus_006700-R1
Morus_006701-R1	Batocarpus_006701-R1
Morus_006702-R1	Batocarpus_006702-R1
Morus_006703-R1	Batocarpus_006703-R1
Morus_006704-R1	Batocarpus_006704-R1
Morus_006706-R1	Batocarpus_006706-R1
Morus_unassigned_transcript_1897	Batocarpus_006707-R1
Morus_006709-R1	Batocarpus_006709-R1
Morus_006710-R1	Batocarpus_006710-R1
Morus_006712-R1	Batocarpus_006712-R1
Morus_006715-R1	Batocarpus_006713-R2
Morus_006714-R1	Batocarpus_006714-R1
Morus_006718-R1	Batocarpus_006718-R1
Morus_007806-R1	Batocarpus_006719-R1
Morus_006721-R1	Batocarpus_006721-R1
Morus_006722-R1	Batocarpus_006722-R1
Morus_006723-R1	Batocarpus_006723-R1
Morus_006724-R2	Batocarpus_006724-R2
Morus_006725-R1	Batocarpus_006725-R1
Morus_006727-R1	Batocarpus_006727-R1
Morus_006728-R1	Batocarpus_006728-R1
Morus_006730-R1	Batocarpus_006730-R1
Morus_006732-R1	Batocarpus_006732-R1
Morus_015587-R1	Batocarpus_006733-R1
Morus_006736-R1	Batocarpus_006736-R1
Morus_006739-R1	Batocarpus_006739-R1
Morus_006740-R1	Batocarpus_006740-R1
Morus_006741-R1	Batocarpus_006741-R1
Morus_006742-R1	Batocarpus_006742-R1
Morus_006744-R1	Batocarpus_006744-R1
Morus_006745-R1	Batocarpus_006745-R1
Morus_006746-R1	Batocarpus_006746-R1
Morus_006747-R1	Batocarpus_006747-R1
Morus_006748-R1	Batocarpus_006748-R1
Morus_006749-R1	Batocarpus_006749-R1
Morus_006750-R1	Batocarpus_006750-R1
Morus_006751-R1	Batocarpus_006751-R1
Morus_006752-R1	Batocarpus_006752-R1
Morus_006754-R1	Batocarpus_006754-R1
Morus_006755-R1	Batocarpus_006755-R1
Morus_006756-R1	Batocarpus_006756-R1
Morus_006757-R1	Batocarpus_006757-R1
Morus_006758-R1	Batocarpus_006758-R1
Morus_006759-R1	Batocarpus_006759-R1
Morus_006760-R1	Batocarpus_006760-R1
Morus_006761-R1	Batocarpus_006761-R1
Morus_006763-R1	Batocarpus_006763-R1
Morus_006764-R2	Batocarpus_006764-R2
Morus_006765-R1	Batocarpus_006765-R1
Morus_006767-R1	Batocarpus_006767-R1
Morus_006770-R1	Batocarpus_006770-R1
Morus_006771-R1	Batocarpus_006771-R1
Morus_006772-R1	Batocarpus_006772-R1
Morus_006773-R1	Batocarpus_006773-R1
Morus_006776-R1	Batocarpus_006776-R1
Morus_006779-R1	Batocarpus_006779-R1
Morus_006781-R1	Batocarpus_006781-R1
Morus_006782-R1	Batocarpus_006782-R1
Morus_006783-R1	Batocarpus_006783-R1
Morus_006784-R1	Batocarpus_006784-R1
Morus_006785-R1	Batocarpus_006785-R1
Morus_006787-R1	Batocarpus_006787-R1
Morus_006788-R1	Batocarpus_006788-R1
Morus_006789-R1	Batocarpus_006789-R1
Morus_006790-R1	Batocarpus_006790-R1
Morus_006791-R1	Batocarpus_006791-R1
Morus_006793-R1	Batocarpus_006793-R1
Morus_006794-R1	Batocarpus_006794-R1
Morus_006795-R1	Batocarpus_006795-R1
Morus_006796-R1	Batocarpus_006796-R1
Morus_006797-R1	Batocarpus_006797-R1
Morus_006798-R1	Batocarpus_006798-R1
Morus_006799-R1	Batocarpus_006799-R1
Morus_006800-R1	Batocarpus_006800-R1
Morus_006803-R1	Batocarpus_006803-R1
Morus_000948-R1	Batocarpus_006804-R1
Morus_006806-R1	Batocarpus_006806-R1
Morus_006809-R1	Batocarpus_006809-R1
Morus_006810-R1	Batocarpus_006810-R1
Morus_006811-R1	Batocarpus_006811-R1
Morus_006812-R1	Batocarpus_006812-R1
Morus_006813-R2	Batocarpus_006813-R2
Morus_006814-R1	Batocarpus_006814-R1
Morus_006815-R1	Batocarpus_006815-R1
Morus_006816-R1	Batocarpus_006816-R1
Morus_006817-R2	Batocarpus_006817-R2
Morus_006819-R1	Batocarpus_006819-R1
Morus_006820-R1	Batocarpus_006820-R1
Morus_006821-R1	Batocarpus_006821-R1
Morus_006824-R1	Batocarpus_006824-R1
Morus_006825-R1	Batocarpus_006825-R1
Morus_006826-R1	Batocarpus_006826-R1
Morus_006828-R1	Batocarpus_006828-R1
Morus_006829-R1	Batocarpus_006829-R1
Morus_006831-R1	Batocarpus_006831-R1
Morus_006832-R1	Batocarpus_006832-R1
Morus_006833-R1	Batocarpus_006833-R1
Morus_006835-R1	Batocarpus_006835-R1
Morus_006836-R1	Batocarpus_006836-R1
Morus_006837-R1	Batocarpus_006837-R1
Morus_006842-R1	Batocarpus_006842-R1
Morus_006843-R2	Batocarpus_006843-R2
Morus_006844-R1	Batocarpus_006844-R1
Morus_006845-R1	Batocarpus_006845-R1
Morus_006846-R1	Batocarpus_006846-R1
Morus_006849-R1	Batocarpus_006849-R1
Morus_006850-R1	Batocarpus_006850-R1
Morus_006851-R1	Batocarpus_006851-R1
Morus_006852-R1	Batocarpus_006852-R1
Morus_006853-R1	Batocarpus_006853-R1
Morus_006854-R1	Batocarpus_006854-R1
Morus_006855-R1	Batocarpus_006855-R1
Morus_006857-R1	Batocarpus_006857-R1
Morus_006859-R1	Batocarpus_006859-R1
Morus_006861-R1	Batocarpus_006861-R1
Morus_006862-R1	Batocarpus_006862-R1
Morus_006864-R1	Batocarpus_006864-R1
Morus_006866-R1	Batocarpus_006866-R1
Morus_006867-R1	Batocarpus_006867-R1
Morus_006868-R1	Batocarpus_006868-R1
Morus_006869-R1	Batocarpus_006869-R1
Morus_006870-R1	Batocarpus_006870-R1
Morus_006871-R1	Batocarpus_006871-R1
Morus_006873-R1	Batocarpus_006873-R1
Morus_006876-R1	Batocarpus_006876-R1
Morus_006877-R2	Batocarpus_006877-R2
Morus_006878-R2	Batocarpus_006878-R2
Morus_006880-R1	Batocarpus_006880-R1
Morus_006882-R1	Batocarpus_006882-R1
Morus_006883-R1	Batocarpus_006883-R1
Morus_006884-R1	Batocarpus_006884-R1
Morus_006886-R1	Batocarpus_006886-R1
Morus_006887-R1	Batocarpus_006887-R1
Morus_006888-R1	Batocarpus_006888-R1
Morus_006891-R1	Batocarpus_006891-R1
Morus_006892-R1	Batocarpus_006892-R1
Morus_006893-R1	Batocarpus_006893-R1
Morus_006900-R1	Batocarpus_006900-R1
Morus_006901-R1	Batocarpus_006901-R1
Morus_006904-R1	Batocarpus_006904-R1
Morus_006905-R1	Batocarpus_006905-R1
Morus_006906-R1	Batocarpus_006906-R1
Morus_006907-R1	Batocarpus_006907-R1
Morus_006908-R1	Batocarpus_006908-R1
Morus_006909-R1	Batocarpus_006909-R1
Morus_006910-R1	Batocarpus_006910-R1
Morus_006911-R1	Batocarpus_006911-R1
Morus_006912-R1	Batocarpus_006912-R1
Morus_006913-R1	Batocarpus_006913-R1
Morus_006914-R1	Batocarpus_006914-R1
Morus_006915-R1	Batocarpus_006915-R1
Morus_006918-R1	Batocarpus_006918-R1
Morus_006919-R1	Batocarpus_006919-R1
Morus_006920-R1	Batocarpus_006920-R1
Morus_006922-R1	Batocarpus_006922-R1
Morus_006923-R1	Batocarpus_006923-R1
Morus_006924-R1	Batocarpus_006924-R1
Morus_006925-R1	Batocarpus_006925-R1
Morus_006926-R1	Batocarpus_006926-R1
Morus_006927-R1	Batocarpus_006927-R1
Morus_006928-R1	Batocarpus_006928-R1
Morus_006929-R1	Batocarpus_006929-R1
Morus_006930-R1	Batocarpus_006930-R1
Morus_006931-R1	Batocarpus_006931-R1
Morus_006934-R1	Batocarpus_006934-R1
Morus_006935-R1	Batocarpus_006935-R1
Morus_006938-R1	Batocarpus_006938-R1
Morus_006940-R1	Batocarpus_006940-R1
Morus_006942-R1	Batocarpus_006942-R1
Morus_006945-R3	Batocarpus_006945-R3
Morus_006947-R1	Batocarpus_006947-R1
Morus_006948-R1	Batocarpus_006948-R1
Morus_006951-R1	Batocarpus_006951-R1
Morus_006952-R1	Batocarpus_006952-R1
Morus_006953-R1	Batocarpus_006953-R1
Morus_006954-R1	Batocarpus_006954-R1
Morus_006955-R1	Batocarpus_006955-R1
Morus_006956-R1	Batocarpus_006956-R1
Morus_006958-R1	Batocarpus_006958-R1
Morus_006962-R1	Batocarpus_006962-R1
Morus_006964-R1	Batocarpus_006964-R1
Morus_006968-R1	Batocarpus_006968-R1
Morus_006969-R1	Batocarpus_006969-R1
Morus_006972-R1	Batocarpus_006972-R1
Morus_006973-R1	Batocarpus_006973-R1
Morus_006975-R1	Batocarpus_006975-R1
Morus_006976-R1	Batocarpus_006976-R1
Morus_006977-R1	Batocarpus_006977-R1
Morus_006979-R1	Batocarpus_006978-R1
Morus_006982-R1	Batocarpus_006982-R1
Morus_006983-R1	Batocarpus_006983-R1
Morus_006985-R1	Batocarpus_006985-R1
Morus_006986-R1	Batocarpus_006986-R1
Morus_006989-R1	Batocarpus_006989-R1
Morus_006990-R1	Batocarpus_006990-R1
Morus_006991-R1	Batocarpus_006991-R1
Morus_006992-R1	Batocarpus_006992-R1
Morus_006993-R1	Batocarpus_006993-R1
Morus_006994-R1	Batocarpus_006994-R1
Morus_006996-R1	Batocarpus_006996-R1
Morus_006998-R1	Batocarpus_006998-R1
Morus_007000-R1	Batocarpus_007000-R1
Morus_007001-R1	Batocarpus_007001-R1
Morus_007002-R1	Batocarpus_007002-R1
Morus_007007-R1	Batocarpus_007007-R1
Morus_007009-R1	Batocarpus_007009-R1
Morus_007011-R1	Batocarpus_007011-R1
Morus_007012-R2	Batocarpus_007012-R2
Morus_007015-R1	Batocarpus_007015-R1
Morus_007016-R1	Batocarpus_007016-R1
Morus_007017-R1	Batocarpus_007017-R1
Morus_007020-R1	Batocarpus_007020-R1
Morus_007022-R1	Batocarpus_007022-R1
Morus_007023-R1	Batocarpus_007023-R1
Morus_007024-R1	Batocarpus_007024-R1
Morus_007026-R1	Batocarpus_007026-R1
Morus_007028-R1	Batocarpus_007028-R1
Morus_007029-R1	Batocarpus_007029-R1
Morus_007031-R1	Batocarpus_007031-R1
Morus_007033-R1	Batocarpus_007033-R1
Morus_007034-R1	Batocarpus_007034-R1
Morus_007036-R1	Batocarpus_007036-R1
Morus_007037-R1	Batocarpus_007037-R1
Morus_007041-R1	Batocarpus_007041-R1
Morus_007043-R1	Batocarpus_007043-R1
Morus_007044-R1	Batocarpus_007044-R1
Morus_007045-R1	Batocarpus_007045-R1
Morus_007046-R1	Batocarpus_007046-R1
Morus_007048-R1	Batocarpus_007048-R1
Morus_007049-R1	Batocarpus_007049-R1
Morus_007050-R1	Batocarpus_007050-R1
Morus_007053-R1	Batocarpus_007053-R1
Morus_007055-R1	Batocarpus_007055-R1
Morus_007058-R1	Batocarpus_007058-R1
Morus_007059-R1	Batocarpus_007059-R1
Morus_007061-R3	Batocarpus_007061-R3
Morus_007063-R1	Batocarpus_007063-R1
Morus_007065-R1	Batocarpus_007065-R1
Morus_007067-R1	Batocarpus_007067-R1
Morus_007069-R1	Batocarpus_007069-R1
Morus_007071-R1	Batocarpus_007071-R1
Morus_007072-R1	Batocarpus_007072-R1
Morus_007074-R1	Batocarpus_007074-R1
Morus_007076-R1	Batocarpus_007076-R1
Morus_007082-R1	Batocarpus_007082-R1
Morus_007083-R1	Batocarpus_007083-R1
Morus_007088-R1	Batocarpus_007088-R1
Morus_007089-R1	Batocarpus_007089-R1
Morus_007090-R1	Batocarpus_007090-R1
Morus_007091-R1	Batocarpus_007091-R1
Morus_007092-R1	Batocarpus_007092-R1
Morus_007101-R1	Batocarpus_007101-R1
Morus_007105-R1	Batocarpus_007105-R1
Morus_007106-R1	Batocarpus_007106-R1
Morus_007107-R1	Batocarpus_007107-R1
Morus_007108-R1	Batocarpus_007108-R1
Morus_007111-R1	Batocarpus_007111-R1
Morus_007114-R1	Batocarpus_007114-R1
Morus_007115-R1	Batocarpus_007115-R1
Morus_007118-R1	Batocarpus_007118-R1
Morus_007120-R1	Batocarpus_007120-R1
Morus_007123-R1	Batocarpus_007123-R1
Morus_007125-R1	Batocarpus_007125-R1
Morus_007127-R1	Batocarpus_007127-R1
Morus_007129-R1	Batocarpus_007129-R1
Morus_unassigned_transcript_119	Batocarpus_007130-R1
Morus_007133-R1	Batocarpus_007133-R1
Morus_007135-R1	Batocarpus_007135-R1
Morus_007138-R1	Batocarpus_007138-R1
Morus_007139-R1	Batocarpus_007139-R1
Morus_007140-R1	Batocarpus_007140-R1
Morus_007142-R1	Batocarpus_007142-R1
Morus_007144-R1	Batocarpus_007144-R1
Morus_007148-R2	Batocarpus_007148-R2
Morus_007149-R1	Batocarpus_007149-R1
Morus_007150-R1	Batocarpus_007150-R1
Morus_006895-R1	Batocarpus_007153-R1
Morus_007160-R1	Batocarpus_007160-R1
Morus_007163-R1	Batocarpus_007163-R1
Morus_007167-R1	Batocarpus_007167-R1
Morus_007169-R1	Batocarpus_007169-R1
Morus_007170-R1	Batocarpus_007170-R1
Morus_007174-R1	Batocarpus_007174-R1
Morus_007175-R1	Batocarpus_007175-R1
Morus_007176-R1	Batocarpus_007176-R1
Morus_007178-R1	Batocarpus_007178-R1
Morus_007179-R1	Batocarpus_007179-R1
Morus_007180-R1	Batocarpus_007180-R1
Morus_007186-R1	Batocarpus_007186-R1
Morus_007189-R1	Batocarpus_007189-R1
Morus_007190-R1	Batocarpus_007190-R1
Morus_007192-R1	Batocarpus_007192-R1
Morus_007193-R1	Batocarpus_007193-R1
Morus_007194-R1	Batocarpus_007194-R1
Morus_007195-R1	Batocarpus_007195-R1
Morus_007196-R1	Batocarpus_007196-R1
Morus_007198-R1	Batocarpus_007198-R1
Morus_007199-R1	Batocarpus_007199-R1
Morus_007202-R1	Batocarpus_007202-R1
Morus_007203-R1	Batocarpus_007203-R1
Morus_007205-R1	Batocarpus_007205-R1
Morus_007207-R1	Batocarpus_007207-R1
Morus_007208-R1	Batocarpus_007208-R1
Morus_007209-R1	Batocarpus_007209-R1
Morus_007211-R1	Batocarpus_007211-R1
Morus_007212-R1	Batocarpus_007212-R1
Morus_007216-R1	Batocarpus_007216-R1
Morus_007217-R1	Batocarpus_007217-R1
Morus_007218-R1	Batocarpus_007218-R1
Morus_007220-R1	Batocarpus_007220-R1
Morus_007221-R3	Batocarpus_007221-R3
Morus_007222-R1	Batocarpus_007222-R1
Morus_007223-R1	Batocarpus_007223-R1
Morus_007226-R1	Batocarpus_007226-R1
Morus_007227-R1	Batocarpus_007227-R1
Morus_007228-R1	Batocarpus_007228-R1
Morus_007229-R1	Batocarpus_007229-R1
Morus_007230-R1	Batocarpus_007230-R1
Morus_007231-R1	Batocarpus_007231-R1
Morus_007232-R1	Batocarpus_007232-R1
Morus_007234-R1	Batocarpus_007234-R1
Morus_007237-R1	Batocarpus_007237-R1
Morus_007241-R1	Batocarpus_007241-R1
Morus_007243-R1	Batocarpus_007243-R1
Morus_007244-R1	Batocarpus_007244-R1
Morus_007246-R1	Batocarpus_007246-R1
Morus_007248-R1	Batocarpus_007248-R1
Morus_007249-R1	Batocarpus_007249-R1
Morus_007251-R1	Batocarpus_007251-R1
Morus_007252-R1	Batocarpus_007252-R1
Morus_007253-R1	Batocarpus_007253-R1
Morus_007254-R1	Batocarpus_007254-R1
Morus_007255-R1	Batocarpus_007255-R1
Morus_007256-R1	Batocarpus_007256-R1
Morus_007257-R1	Batocarpus_007257-R1
Morus_007258-R1	Batocarpus_007258-R1
Morus_007259-R1	Batocarpus_007259-R1
Morus_007260-R1	Batocarpus_007260-R1
Morus_007261-R1	Batocarpus_007261-R1
Morus_007263-R1	Batocarpus_007263-R1
Morus_007264-R1	Batocarpus_007264-R1
Morus_007267-R1	Batocarpus_007267-R1
Morus_007268-R1	Batocarpus_007268-R1
Morus_007270-R1	Batocarpus_007270-R1
Morus_007271-R1	Batocarpus_007271-R1
Morus_007272-R1	Batocarpus_007272-R1
Morus_007273-R1	Batocarpus_007273-R1
Morus_007274-R1	Batocarpus_007274-R1
Morus_007275-R1	Batocarpus_007275-R1
Morus_007276-R1	Batocarpus_007276-R1
Morus_007277-R1	Batocarpus_007277-R1
Morus_007278-R1	Batocarpus_007278-R1
Morus_008266-R1	Batocarpus_007279-R1
Morus_007280-R1	Batocarpus_007280-R1
Morus_007281-R1	Batocarpus_007281-R1
Morus_007282-R1	Batocarpus_007282-R1
Morus_007283-R1	Batocarpus_007283-R1
Morus_007284-R1	Batocarpus_007284-R1
Morus_007287-R1	Batocarpus_007287-R1
