Morus_000003-R1	Bato_000003-R1	ArtoA_013067-R1	ArtoB_020652-R1
Morus_017380-R1	Bato_017380-R1	ArtoA_005777-R1	ArtoB_005002-R1
Morus_017384-R1	Bato_017384-R1	ArtoA_006688-R1	ArtoB_003597-R1
Morus_017386-R1	Bato_017386-R1	ArtoA_005530-R1	ArtoB_004825-R1
Morus_017392-R1	Bato_017392-R1	ArtoA_005986-R1	ArtoB_004911-R2
Morus_017393-R1	Bato_016198-R1	ArtoA_006394-R1	ArtoB_003536-R1
Morus_017394-R1	Bato_017394-R1	ArtoA_005643-R1	ArtoB_004936-R2
Morus_017395-R1	Bato_017395-R1	ArtoA_006387-R1	ArtoB_004792-R1
Morus_017398-R1	Bato_017398-R1	ArtoA_006546-R1	ArtoB_004846-R1
Morus_017402-R1	Bato_017402-R1	ArtoA_005852-R1	ArtoB_004556-R1
Morus_017405-R1	Bato_017405-R1	ArtoA_005768-R1	ArtoB_004728-R1
Morus_017407-R1	Bato_017407-R1	ArtoA_012221-R1	ArtoB_029216-R1
Morus_017408-R1	Bato_017408-R1	ArtoA_006646-R1	ArtoB_unassigned_transcript_8616
Morus_017410-R1	Bato_017410-R1	ArtoA_006547-R1	ArtoB_005014-R2
Morus_017411-R1	Bato_017411-R1	ArtoA_005500-R1	ArtoB_unassigned_transcript_8350
Morus_017415-R1	Bato_017415-R1	ArtoA_006658-R1	ArtoB_unassigned_transcript_8494
Morus_017419-R1	Bato_017419-R1	ArtoA_005739-R1	ArtoB_004468-R1
Morus_017420-R1	Bato_017420-R1	ArtoA_005748-R1	ArtoB_004030-R1
Morus_017422-R1	Bato_017422-R1	ArtoA_006250-R1	ArtoB_003459-R1
Morus_017423-R1	Bato_017423-R1	ArtoA_006251-R1	ArtoB_unassigned_transcript_8340
Morus_017424-R1	Bato_017424-R1	ArtoA_006170-R1	ArtoB_004806-R1
Morus_017431-R1	Bato_017431-R1	ArtoA_006190-R1	ArtoB_003758-R1
Morus_017433-R1	Bato_017433-R1	ArtoA_006489-R1	ArtoB_003920-R1
Morus_017435-R1	Bato_017435-R1	ArtoA_011983-R1	ArtoB_029259-R1
Morus_017436-R1	Bato_017436-R1	ArtoA_005423-R1	ArtoB_005055-R1
Morus_017439-R1	Bato_017439-R1	ArtoA_005266-R1	ArtoB_003623-R1
Morus_017440-R1	Bato_017440-R1	ArtoA_006497-R1	ArtoB_003911-R1
Morus_017441-R1	Bato_017441-R1	ArtoA_006694-R1	ArtoB_004647-R1
Morus_017442-R1	Bato_017442-R1	ArtoA_006284-R1	ArtoB_004085-R1
Morus_017445-R1	Bato_017445-R1	ArtoA_005848-R1	ArtoB_unassigned_transcript_8342
Morus_017446-R1	Bato_017446-R1	ArtoA_005445-R1	ArtoB_003529-R1
Morus_017447-R1	Bato_017447-R1	ArtoA_005348-R1	ArtoB_003637-R1
Morus_017449-R1	Bato_017449-R1	ArtoA_006105-R1	ArtoB_004062-R1
Morus_017450-R1	Bato_017450-R1	ArtoA_005910-R1	ArtoB_unassigned_transcript_8338
Morus_017451-R1	Bato_017451-R1	ArtoA_005911-R1	ArtoB_004810-R1
Morus_017452-R1	Bato_017452-R1	ArtoA_006706-R1	ArtoB_003998-R1
Morus_017456-R1	Bato_017456-R1	ArtoA_006632-R1	ArtoB_005091-R1
Morus_017458-R1	Bato_017458-R1	ArtoA_011657-R1	ArtoB_unassigned_transcript_644
Morus_017459-R1	Bato_017459-R1	ArtoA_005507-R1	ArtoB_003666-R1
Morus_017463-R1	Bato_017463-R1	ArtoA_006204-R1	ArtoB_004207-R1
Morus_017465-R1	Bato_017465-R1	ArtoA_005580-R1	ArtoB_003476-R1
Morus_017466-R1	Bato_017466-R1	ArtoA_005625-R1	ArtoB_unassigned_transcript_8242
Morus_017467-R1	Bato_017467-R1	ArtoA_006400-R1	ArtoB_004094-R1
Morus_017468-R1	Bato_017468-R1	ArtoA_005707-R1	ArtoB_004095-R1
Morus_017469-R1	Bato_017469-R1	ArtoA_006527-R1	ArtoB_004782-R1
Morus_017470-R1	Bato_017470-R1	ArtoA_006528-R1	ArtoB_004783-R2
Morus_017472-R1	Bato_017472-R1	ArtoA_012152-R1	ArtoB_003870-R1
Morus_017478-R1	Bato_017478-R1	ArtoA_006215-R1	ArtoB_003938-R1
Morus_017479-R1	Bato_017479-R1	ArtoA_011986-R1	ArtoB_030623-R1
Morus_017480-R1	Bato_017480-R1	ArtoA_006575-R1	ArtoB_003939-R1
Morus_017481-R1	Bato_017481-R1	ArtoA_005436-R1	ArtoB_004460-R1
Morus_017483-R1	Bato_017483-R1	ArtoA_005953-R1	ArtoB_004092-R1
Morus_017485-R1	Bato_017485-R1	ArtoA_006306-R1	ArtoB_004458-R2
Morus_017486-R1	Bato_017486-R1	ArtoA_005912-R1	ArtoB_003577-R1
Morus_017489-R1	Bato_017489-R1	ArtoA_005959-R1	ArtoB_029210-R2
Morus_017491-R1	Bato_017491-R1	ArtoA_005839-R1	ArtoB_004156-R1
Morus_017492-R1	Bato_017492-R1	ArtoA_005236-R1	ArtoB_004157-R1
Morus_017494-R1	Bato_017494-R1	ArtoA_005233-R2	ArtoB_004158-R1
Morus_017495-R1	Bato_017495-R1	ArtoA_005662-R1	ArtoB_003991-R1
Morus_017499-R1	Bato_017499-R1	ArtoA_006334-R1	ArtoB_004993-R1
Morus_017502-R1	Bato_017502-R1	ArtoA_005226-R1	ArtoB_004119-R1
Morus_017504-R1	Bato_017504-R1	ArtoA_005581-R1	ArtoB_004124-R1
Morus_017505-R1	Bato_017505-R1	ArtoA_005981-R1	ArtoB_003495-R1
Morus_017515-R1	Bato_017515-R1	ArtoA_unassigned_transcript_8981	ArtoB_003662-R1
Morus_017517-R1	Bato_017517-R1	ArtoA_unassigned_transcript_8736	ArtoB_004293-R1
Morus_017518-R1	Bato_017518-R1	ArtoA_006565-R1	ArtoB_004996-R1
Morus_017519-R1	Bato_017519-R1	ArtoA_006407-R1	ArtoB_004923-R1
Morus_017520-R1	Bato_017520-R1	ArtoA_005479-R1	ArtoB_003621-R1
Morus_017522-R1	Bato_017522-R1	ArtoA_005225-R1	ArtoB_003982-R1
Morus_017524-R1	Bato_017524-R1	ArtoA_005649-R1	ArtoB_004872-R2
Morus_017537-R1	Bato_017537-R1	ArtoA_unassigned_transcript_8698	ArtoB_003988-R1
Morus_017538-R1	Bato_017538-R1	ArtoA_005322-R1	ArtoB_004828-R1
Morus_017539-R1	Bato_017539-R1	ArtoA_005466-R1	ArtoB_005125-R1
Morus_017542-R1	Bato_017542-R1	ArtoA_006512-R1	ArtoB_005013-R1
Morus_017545-R1	Bato_017545-R1	ArtoA_005480-R1	ArtoB_004070-R1
Morus_017546-R1	Bato_017546-R1	ArtoA_005243-R1	ArtoB_004381-R1
Morus_017547-R1	Bato_017547-R1	ArtoA_006626-R1	ArtoB_004402-R1
Morus_017548-R1	Bato_017548-R1	ArtoA_005182-R1	ArtoB_004986-R1
Morus_017550-R1	Bato_017550-R1	ArtoA_005544-R1	ArtoB_004552-R1
Morus_017551-R1	Bato_017551-R1	ArtoA_006436-R1	ArtoB_003674-R1
Morus_017555-R1	Bato_017555-R1	ArtoA_005299-R1	ArtoB_003706-R1
Morus_017556-R1	Bato_017556-R1	ArtoA_006352-R1	ArtoB_003786-R1
Morus_017560-R1	Bato_017560-R1	ArtoA_006667-R1	ArtoB_004885-R1
Morus_017562-R1	Bato_017562-R1	ArtoA_006483-R1	ArtoB_004793-R1
Morus_017563-R1	Bato_017563-R1	ArtoA_unassigned_transcript_8742	ArtoB_003510-R1
Morus_017564-R1	Bato_017564-R1	ArtoA_006611-R1	ArtoB_unassigned_transcript_8560
Morus_017566-R1	Bato_017566-R1	ArtoA_005237-R1	ArtoB_003832-R2
Morus_017567-R1	Bato_017567-R1	ArtoA_005259-R1	ArtoB_004361-R1
Morus_017571-R1	Bato_017571-R1	ArtoA_006615-R1	ArtoB_004466-R1
Morus_017573-R1	Bato_017573-R1	ArtoA_011902-R1	ArtoB_unassigned_transcript_725
Morus_017581-R1	Bato_016304-R1	ArtoA_005453-R1	ArtoB_003997-R1
Morus_017584-R1	Bato_017584-R1	ArtoA_006279-R1	ArtoB_003454-R1
Morus_017591-R1	Bato_017591-R1	ArtoA_006381-R1	ArtoB_004791-R1
Morus_017592-R1	Bato_017592-R1	ArtoA_005175-R1	ArtoB_004951-R1
Morus_017593-R1	Bato_017593-R1	ArtoA_005844-R1	ArtoB_003547-R1
Morus_017594-R1	Bato_017594-R1	ArtoA_006715-R1	ArtoB_005097-R1
Morus_017603-R1	Bato_017603-R1	ArtoA_005566-R1	ArtoB_004861-R1
Morus_017606-R1	Bato_017606-R1	ArtoA_012135-R1	ArtoB_006088-R2
Morus_017608-R1	Bato_017608-R1	ArtoA_006302-R1	ArtoB_004904-R1
Morus_017616-R1	Bato_017616-R1	ArtoA_006653-R1	ArtoB_003802-R1
Morus_017618-R1	Bato_017618-R1	ArtoA_005709-R1	ArtoB_004412-R1
Morus_017620-R1	Bato_017620-R1	ArtoA_005291-R1	ArtoB_003697-R1
Morus_017622-R1	Bato_017622-R1	ArtoA_012430-R1	ArtoB_028958-R1
Morus_017623-R1	Bato_017623-R1	ArtoA_006362-R1	ArtoB_004091-R1
Morus_017624-R1	Bato_017624-R1	ArtoA_unassigned_transcript_8621	ArtoB_030930-R1
Morus_017626-R1	Bato_017626-R1	ArtoA_005618-R1	ArtoB_005045-R1
Morus_017629-R1	Bato_017629-R1	ArtoA_006411-R1	ArtoB_004111-R1
Morus_017631-R1	Bato_017631-R1	ArtoA_006413-R1	ArtoB_004112-R1
Morus_017641-R1	Bato_017641-R1	ArtoA_unassigned_transcript_8938	ArtoB_004448-R1
Morus_017642-R1	Bato_017642-R1	ArtoA_005874-R1	ArtoB_003934-R1
Morus_017643-R1	Bato_017643-R1	ArtoA_006223-R1	ArtoB_003893-R1
Morus_017644-R1	Bato_017644-R1	ArtoA_006222-R1	ArtoB_003664-R1
Morus_017645-R1	Bato_016914-R1	ArtoA_006550-R1	ArtoB_019323-R1
Morus_017647-R1	Bato_017647-R1	ArtoA_005519-R1	ArtoB_004818-R2
Morus_017648-R1	Bato_017648-R1	ArtoA_008433-R1	ArtoB_003131-R1
Morus_017649-R1	Bato_017649-R1	ArtoA_006259-R1	ArtoB_003650-R1
Morus_017657-R3	Bato_017657-R3	ArtoA_005550-R1	ArtoB_003906-R3
Morus_017659-R1	Bato_017659-R1	ArtoA_005699-R1	ArtoB_004045-R2
Morus_017661-R1	Bato_017661-R1	ArtoA_005957-R1	ArtoB_004283-R1
Morus_017662-R1	Bato_017662-R1	ArtoA_005315-R1	ArtoB_003631-R1
Morus_017665-R1	Bato_017665-R1	ArtoA_010488-R1	ArtoB_019655-R1
Morus_017668-R1	Bato_017668-R1	ArtoA_005765-R1	ArtoB_004393-R1
Morus_017670-R1	Bato_017670-R1	ArtoA_unassigned_transcript_9047	ArtoB_005048-R1
Morus_017676-R1	Bato_017676-R1	ArtoA_005483-R1	ArtoB_004066-R1
Morus_017677-R1	Bato_017677-R1	ArtoA_005697-R1	ArtoB_unassigned_transcript_8307
Morus_017679-R1	Bato_017679-R1	ArtoA_005318-R1	ArtoB_003682-R1
Morus_017683-R1	Bato_017683-R1	ArtoA_005461-R1	ArtoB_003756-R1
Morus_017684-R1	Bato_017684-R1	ArtoA_005462-R1	ArtoB_003754-R1
Morus_017687-R1	Bato_017687-R1	ArtoA_005317-R1	ArtoB_005105-R1
Morus_017692-R1	Bato_017692-R1	ArtoA_005431-R1	ArtoB_003439-R1
Morus_017693-R1	Bato_017693-R1	ArtoA_012241-R1	ArtoB_unassigned_transcript_685
Morus_017694-R1	Bato_017694-R1	ArtoA_005430-R1	ArtoB_003442-R1
Morus_017695-R1	Bato_017695-R1	ArtoA_005951-R1	ArtoB_003441-R1
Morus_017699-R1	Bato_017699-R1	ArtoA_005347-R1	ArtoB_003760-R1
Morus_017704-R1	Bato_017704-R1	ArtoA_005891-R1	ArtoB_unassigned_transcript_8212
Morus_017707-R1	Bato_017707-R1	ArtoA_005689-R1	ArtoB_003559-R1
Morus_017711-R1	Bato_017711-R1	ArtoA_006456-R1	ArtoB_003683-R1
Morus_017714-R1	Bato_017714-R1	ArtoA_006510-R1	ArtoB_unassigned_transcript_8587
Morus_017722-R1	Bato_017722-R1	ArtoA_006307-R1	ArtoB_003653-R1
Morus_017724-R1	Bato_017724-R1	ArtoA_unassigned_transcript_8881	ArtoB_004927-R1
Morus_017725-R1	Bato_017725-R1	ArtoA_unassigned_transcript_8656	ArtoB_005017-R1
Morus_017727-R1	Bato_017727-R1	ArtoA_unassigned_transcript_8660	ArtoB_003737-R1
Morus_017730-R1	Bato_017730-R1	ArtoA_005762-R2	ArtoB_004281-R1
Morus_017733-R1	Bato_017733-R1	ArtoA_005640-R1	ArtoB_004457-R2
Morus_017735-R1	Bato_017735-R1	ArtoA_006221-R1	ArtoB_004039-R1
Morus_017745-R1	Bato_017745-R1	ArtoA_020594-R1	ArtoB_027651-R1
Morus_017747-R1	Bato_017747-R1	ArtoA_006322-R1	ArtoB_004884-R1
Morus_017749-R1	Bato_017749-R1	ArtoA_007673-R1	ArtoB_029952-R1
Morus_017752-R1	Bato_017752-R1	ArtoA_005437-R1	ArtoB_unassigned_transcript_8490
Morus_017756-R1	Bato_017756-R1	ArtoA_unassigned_transcript_8964	ArtoB_004300-R1
Morus_017760-R1	Bato_017760-R1	ArtoA_005209-R1	ArtoB_003838-R1
Morus_017762-R1	Bato_017762-R1	ArtoA_007711-R1	ArtoB_029976-R1
Morus_017764-R1	Bato_017764-R1	ArtoA_unassigned_transcript_8883	ArtoB_004969-R1
Morus_017768-R1	Bato_017768-R1	ArtoA_005965-R1	ArtoB_004351-R1
Morus_017769-R1	Bato_017769-R1	ArtoA_006228-R1	ArtoB_004367-R1
Morus_017773-R1	Bato_017773-R1	ArtoA_006513-R1	ArtoB_unassigned_transcript_8231
Morus_017777-R1	Bato_017777-R1	ArtoA_005490-R1	ArtoB_004334-R3
Morus_017783-R1	Bato_017783-R1	ArtoA_006061-R1	ArtoB_003787-R1
Morus_017784-R1	Bato_017784-R1	ArtoA_006519-R1	ArtoB_003505-R1
Morus_017788-R1	Bato_017788-R1	ArtoA_005650-R1	ArtoB_003447-R1
Morus_017789-R1	Bato_017789-R1	ArtoA_unassigned_transcript_929	ArtoB_028509-R1
Morus_017796-R1	Bato_017796-R1	ArtoA_006339-R1	ArtoB_004082-R2
Morus_017800-R1	Bato_017800-R1	ArtoA_011688-R1	ArtoB_001039-R1
Morus_017802-R1	Bato_017802-R1	ArtoA_005190-R1	ArtoB_005009-R1
Morus_017813-R1	Bato_017813-R1	ArtoA_005584-R1	ArtoB_003845-R1
Morus_017815-R1	Bato_017815-R1	ArtoA_005887-R1	ArtoB_004054-R1
Morus_017819-R1	Bato_017819-R1	ArtoA_008386-R1	ArtoB_001017-R1
Morus_017820-R1	Bato_017820-R1	ArtoA_005329-R1	ArtoB_004821-R1
Morus_017826-R1	Bato_017826-R1	ArtoA_007359-R1	ArtoB_029544-R1
Morus_017828-R1	Bato_017828-R1	ArtoA_005854-R1	ArtoB_005087-R1
Morus_017832-R1	Bato_017832-R1	ArtoA_005579-R1	ArtoB_004433-R1
Morus_017834-R1	Bato_017834-R1	ArtoA_006521-R1	ArtoB_003545-R1
Morus_017835-R1	Bato_017835-R1	ArtoA_unassigned_transcript_1004	ArtoB_030166-R1
Morus_017837-R1	Bato_017837-R1	ArtoA_006448-R1	ArtoB_unassigned_transcript_8454
Morus_017838-R1	Bato_017838-R1	ArtoA_005501-R1	ArtoB_unassigned_transcript_8258
Morus_017839-R2	Bato_017839-R2	ArtoA_006704-R4	ArtoB_005124-R1
Morus_017840-R1	Bato_017840-R1	ArtoA_006576-R1	ArtoB_004946-R2
Morus_017844-R2	Bato_017844-R2	ArtoA_006200-R1	ArtoB_unassigned_transcript_8245
Morus_017846-R1	Bato_017846-R1	ArtoA_006636-R1	ArtoB_unassigned_transcript_8327
Morus_017850-R1	Bato_017850-R1	ArtoA_unassigned_transcript_8817	ArtoB_003812-R1
Morus_017855-R1	Bato_017855-R1	ArtoA_006604-R1	ArtoB_004935-R1
Morus_017859-R1	Bato_017859-R1	ArtoA_unassigned_transcript_8867	ArtoB_004150-R1
Morus_017860-R1	Bato_017860-R1	ArtoA_005664-R1	ArtoB_unassigned_transcript_8436
Morus_017861-R1	Bato_017861-R1	ArtoA_005246-R1	ArtoB_004151-R1
Morus_017862-R1	Bato_017862-R1	ArtoA_005812-R1	ArtoB_004152-R1
Morus_017864-R1	Bato_017864-R1	ArtoA_006206-R1	ArtoB_004218-R1
Morus_017866-R1	Bato_017798-R1	ArtoA_005870-R1	ArtoB_004148-R1
Morus_017868-R1	Bato_017867-R1	ArtoA_006627-R1	ArtoB_004149-R1
Morus_017872-R1	Bato_017872-R1	ArtoA_unassigned_transcript_9008	ArtoB_004336-R1
Morus_017873-R1	Bato_017873-R1	ArtoA_006474-R1	ArtoB_004107-R1
Morus_017877-R1	Bato_017877-R1	ArtoA_006480-R2	ArtoB_004867-R1
Morus_017881-R1	Bato_017881-R1	ArtoA_006054-R1	ArtoB_004579-R1
Morus_017883-R1	Bato_017883-R1	ArtoA_unassigned_transcript_8734	ArtoB_004099-R1
Morus_017885-R1	Bato_017885-R1	ArtoA_unassigned_transcript_8735	ArtoB_unassigned_transcript_8306
Morus_017886-R1	Bato_017886-R1	ArtoA_005558-R1	ArtoB_003483-R1
Morus_017887-R1	Bato_017887-R1	ArtoA_005634-R1	ArtoB_003612-R1
Morus_017888-R1	Bato_017888-R1	ArtoA_006309-R1	ArtoB_003443-R1
Morus_017890-R1	Bato_017890-R1	ArtoA_005150-R1	ArtoB_004224-R1
Morus_017892-R2	Bato_017892-R2	ArtoA_unassigned_transcript_8727	ArtoB_004183-R1
Morus_017893-R2	Bato_017893-R2	ArtoA_006570-R1	ArtoB_004201-R1
Morus_017896-R1	Bato_017896-R1	ArtoA_005695-R1	ArtoB_003984-R1
Morus_017897-R1	Bato_017897-R1	ArtoA_005696-R1	ArtoB_005058-R1
Morus_017900-R1	Bato_017900-R1	ArtoA_006316-R1	ArtoB_unassigned_transcript_8341
Morus_017903-R1	Bato_017903-R1	ArtoA_006062-R1	ArtoB_004259-R1
Morus_017904-R2	Bato_017904-R2	ArtoA_006555-R1	ArtoB_004260-R1
Morus_017905-R1	Bato_017905-R1	ArtoA_006373-R1	ArtoB_004031-R1
Morus_017907-R1	Bato_017907-R1	ArtoA_005740-R1	ArtoB_004427-R1
Morus_017908-R1	Bato_017908-R1	ArtoA_005985-R1	ArtoB_003578-R1
Morus_017909-R1	Bato_017909-R1	ArtoA_unassigned_transcript_8897	ArtoB_004165-R1
Morus_017910-R1	Bato_017910-R1	ArtoA_006329-R1	ArtoB_004188-R1
Morus_017912-R1	Bato_017912-R1	ArtoA_011881-R1	ArtoB_unassigned_transcript_600
Morus_017915-R1	Bato_017915-R1	ArtoA_006336-R1	ArtoB_003486-R1
Morus_017916-R1	Bato_017916-R1	ArtoA_006227-R1	ArtoB_003534-R1
Morus_017917-R1	Bato_017917-R1	ArtoA_005914-R1	ArtoB_unassigned_transcript_8417
Morus_017920-R1	Bato_017920-R1	ArtoA_005240-R1	ArtoB_004279-R1
Morus_017921-R1	Bato_017921-R1	ArtoA_006461-R1	ArtoB_unassigned_transcript_8526
Morus_017922-R3	Bato_017922-R3	ArtoA_005438-R1	ArtoB_004187-R2
Morus_017923-R1	Bato_017923-R1	ArtoA_005485-R1	ArtoB_unassigned_transcript_8382
Morus_017925-R1	Bato_017925-R1	ArtoA_005439-R1	ArtoB_004913-R1
Morus_017936-R2	Bato_017936-R2	ArtoA_005346-R1	ArtoB_unassigned_transcript_8229
Morus_017937-R1	Bato_017937-R1	ArtoA_005755-R1	ArtoB_004133-R2
Morus_017938-R1	Bato_017938-R1	ArtoA_006713-R1	ArtoB_004808-R1
Morus_017939-R1	Bato_017939-R1	ArtoA_006217-R1	ArtoB_004198-R1
Morus_017943-R1	Bato_017943-R1	ArtoA_unassigned_transcript_8712	ArtoB_003681-R1
Morus_017944-R1	Bato_017944-R1	ArtoA_005356-R1	ArtoB_004939-R1
Morus_017950-R1	Bato_017950-R1	ArtoA_006264-R1	ArtoB_004894-R1
Morus_017953-R1	Bato_017953-R1	ArtoA_005925-R1	ArtoB_unassigned_transcript_8355
Morus_017960-R1	Bato_017960-R1	ArtoA_unassigned_transcript_9037	ArtoB_003506-R1
Morus_017961-R1	Bato_017961-R1	ArtoA_005491-R2	ArtoB_004139-R1
Morus_017963-R1	Bato_017963-R1	ArtoA_005760-R2	ArtoB_004919-R1
Morus_017964-R1	Bato_017964-R1	ArtoA_006191-R1	ArtoB_003610-R1
Morus_017965-R1	Bato_017965-R1	ArtoA_005465-R1	ArtoB_004129-R1
Morus_017966-R1	Bato_017966-R1	ArtoA_011897-R1	ArtoB_032800-R1
Morus_017967-R1	Bato_017967-R1	ArtoA_005270-R1	ArtoB_004886-R1
Morus_017968-R1	Bato_017968-R1	ArtoA_006529-R1	ArtoB_004902-R1
Morus_017970-R1	Bato_017970-R1	ArtoA_005476-R1	ArtoB_003544-R1
Morus_017971-R1	Bato_017971-R1	ArtoA_005577-R1	ArtoB_004071-R1
Morus_017972-R1	Bato_017972-R1	ArtoA_005578-R1	ArtoB_004072-R1
Morus_017976-R1	Bato_017976-R1	ArtoA_005469-R1	ArtoB_unassigned_transcript_8544
Morus_017978-R1	Bato_017978-R1	ArtoA_011895-R1	ArtoB_032809-R1
Morus_017979-R1	Bato_017979-R1	ArtoA_006598-R1	ArtoB_003466-R1
Morus_017982-R1	Bato_017982-R1	ArtoA_006728-R1	ArtoB_unassigned_transcript_8368
Morus_017984-R1	Bato_017984-R1	ArtoA_005537-R2	ArtoB_004209-R1
Morus_017986-R1	Bato_017986-R1	ArtoA_005614-R1	ArtoB_003828-R1
Morus_017989-R1	Bato_017989-R1	ArtoA_005853-R1	ArtoB_004270-R1
Morus_017990-R1	Bato_017990-R1	ArtoA_005473-R1	ArtoB_004272-R1
Morus_017991-R1	Bato_017991-R1	ArtoA_unassigned_transcript_8666	ArtoB_004959-R1
Morus_017996-R1	Bato_017996-R1	ArtoA_006642-R1	ArtoB_004776-R1
Morus_017999-R1	Bato_017999-R1	ArtoA_005526-R2	ArtoB_unassigned_transcript_8244
Morus_018000-R1	Bato_018000-R1	ArtoA_005534-R1	ArtoB_005016-R1
Morus_018003-R1	Bato_018003-R1	ArtoA_006618-R1	ArtoB_004078-R1
Morus_018006-R1	Bato_018006-R1	ArtoA_005975-R1	ArtoB_004314-R1
Morus_018007-R1	Bato_018007-R1	ArtoA_006304-R1	ArtoB_004164-R2
Morus_018008-R1	Bato_018008-R1	ArtoA_unassigned_transcript_8636	ArtoB_003718-R1
Morus_018009-R1	Bato_018009-R1	ArtoA_005710-R1	ArtoB_unassigned_transcript_8357
Morus_018010-R1	Bato_018010-R1	ArtoA_006431-R1	ArtoB_004480-R1
Morus_018011-R2	Bato_018011-R2	ArtoA_005488-R1	ArtoB_003673-R1
Morus_018012-R1	Bato_018012-R1	ArtoA_014240-R1	ArtoB_022683-R1
Morus_018019-R1	Bato_018019-R1	ArtoA_unassigned_transcript_8639	ArtoB_004389-R1
Morus_018020-R2	Bato_018020-R2	ArtoA_006552-R1	ArtoB_005123-R1
Morus_018026-R1	Bato_018026-R1	ArtoA_005357-R1	ArtoB_005129-R1
Morus_018027-R1	Bato_018027-R1	ArtoA_010715-R1	ArtoB_006571-R1
Morus_018029-R1	Bato_018029-R1	ArtoA_unassigned_transcript_8904	ArtoB_004961-R1
Morus_018032-R1	Bato_018032-R1	ArtoA_006288-R1	ArtoB_003866-R1
Morus_018036-R1	Bato_018036-R1	ArtoA_unassigned_transcript_8693	ArtoB_004482-R1
Morus_018040-R1	Bato_018040-R1	ArtoA_006344-R1	ArtoB_004962-R1
Morus_018042-R1	Bato_018042-R1	ArtoA_006716-R1	ArtoB_unassigned_transcript_8402
Morus_018045-R1	Bato_018045-R1	ArtoA_005603-R1	ArtoB_004199-R1
Morus_018046-R1	Bato_018046-R1	ArtoA_005761-R1	ArtoB_004785-R1
Morus_018049-R1	Bato_018049-R1	ArtoA_005294-R1	ArtoB_028446-R1
Morus_018054-R1	Bato_018054-R1	ArtoA_005835-R1	ArtoB_003882-R1
Morus_018057-R1	Bato_018057-R1	ArtoA_006216-R1	ArtoB_004854-R1
Morus_018058-R1	Bato_018058-R1	ArtoA_unassigned_transcript_8898	ArtoB_005109-R1
Morus_018060-R1	Bato_018060-R1	ArtoA_006425-R1	ArtoB_004118-R1
Morus_018061-R3	Bato_018061-R3	ArtoA_005973-R1	ArtoB_003851-R1
Morus_018069-R1	Bato_018069-R1	ArtoA_005720-R1	ArtoB_003904-R1
Morus_018072-R1	Bato_018072-R1	ArtoA_005468-R1	ArtoB_unassigned_transcript_8532
Morus_018074-R1	Bato_018074-R1	ArtoA_006235-R1	ArtoB_004146-R1
Morus_018076-R1	Bato_018076-R1	ArtoA_005855-R1	ArtoB_003886-R1
Morus_018077-R1	Bato_018077-R1	ArtoA_005856-R1	ArtoB_003887-R1
Morus_018080-R1	Bato_018080-R1	ArtoA_006502-R1	ArtoB_unassigned_transcript_8246
Morus_018082-R1	Bato_018082-R1	ArtoA_005353-R1	ArtoB_004076-R1
Morus_018083-R1	Bato_018083-R1	ArtoA_005810-R1	ArtoB_003572-R1
Morus_018085-R1	Bato_018085-R1	ArtoA_005143-R1	ArtoB_004774-R3
Morus_018090-R1	Bato_018090-R1	ArtoA_006563-R1	ArtoB_004903-R1
Morus_018092-R1	Bato_018092-R1	ArtoA_005464-R1	ArtoB_unassigned_transcript_8339
Morus_018098-R2	Bato_018098-R2	ArtoA_007994-R1	ArtoB_007273-R2
Morus_018099-R1	Bato_018099-R1	ArtoA_033869-R3	ArtoB_018091-R1
Morus_018102-R1	Bato_018102-R1	ArtoA_008253-R1	ArtoB_006876-R1
Morus_018106-R1	Bato_018106-R1	ArtoA_007725-R1	ArtoB_007317-R1
Morus_018108-R1	Bato_018108-R1	ArtoA_008164-R1	ArtoB_006938-R1
Morus_018112-R1	Bato_018112-R1	ArtoA_008608-R1	ArtoB_unassigned_transcript_9293
Morus_018113-R1	Bato_018113-R1	ArtoA_007832-R2	ArtoB_007012-R2
Morus_018114-R1	Bato_018114-R1	ArtoA_007882-R1	ArtoB_006767-R1
Morus_018119-R2	Bato_018119-R2	ArtoA_007732-R1	ArtoB_007086-R1
Morus_018120-R1	Bato_018120-R1	ArtoA_008245-R1	ArtoB_006991-R1
Morus_018122-R1	Bato_018122-R1	ArtoA_unassigned_transcript_9598	ArtoB_007228-R2
Morus_018124-R1	Bato_018124-R1	ArtoA_008715-R1	ArtoB_007240-R1
Morus_018129-R1	Bato_018129-R1	ArtoA_unassigned_transcript_9593	ArtoB_007584-R1
Morus_018131-R1	Bato_018131-R1	ArtoA_007730-R1	ArtoB_007337-R1
Morus_018132-R1	Bato_018132-R1	ArtoA_unassigned_transcript_9540	ArtoB_006833-R1
Morus_018133-R1	Bato_018133-R1	ArtoA_008068-R1	ArtoB_006834-R2
Morus_018135-R1	Bato_018135-R1	ArtoA_008685-R1	ArtoB_007278-R1
Morus_018136-R1	Bato_018136-R1	ArtoA_008227-R1	ArtoB_006765-R1
Morus_018137-R1	Bato_018137-R1	ArtoA_008163-R1	ArtoB_006830-R3
Morus_018141-R1	Bato_018141-R1	ArtoA_unassigned_transcript_9470	ArtoB_007384-R1
Morus_018148-R1	Bato_018148-R1	ArtoA_008283-R1	ArtoB_007354-R1
Morus_018150-R2	Bato_018150-R2	ArtoA_008493-R1	ArtoB_007410-R2
